,Number,Area,Perim,Width,Height,Circularity
0,1.0,0.01,0.28,0.099,0.099,1.6028533946886698
1,2.0,0.02,0.42,0.198,0.099,1.424758573056596
2,3.0,0.079,1.295,0.595,0.198,0.5919668928813672
3,4.0,0.028999999999999998,0.619,0.297,0.099,0.9511008370278187
4,5.0,0.02,0.42,0.198,0.099,1.424758573056596
5,6.0,0.01,0.28,0.099,0.099,1.6028533946886698
6,7.0,0.48100000000000004,8.445,3.667,0.6940000000000001,0.08475310786448113
7,8.0,0.01,0.28,0.099,0.099,1.6028533946886698
8,9.0,0.02,0.42,0.198,0.099,1.424758573056596
9,10.0,0.02,0.42,0.198,0.099,1.424758573056596
10,11.0,0.028999999999999998,0.619,0.297,0.099,0.9511008370278187
11,12.0,0.196,3.988,1.982,0.099,0.1548658412810144
12,13.0,0.028999999999999998,0.619,0.297,0.099,0.9511008370278187
13,14.0,0.02,0.42,0.198,0.099,1.424758573056596
14,15.0,0.11800000000000001,2.403,1.189,0.099,0.2567936792309624
15,16.0,0.028999999999999998,0.619,0.297,0.099,0.9511008370278187
16,17.0,0.16699999999999998,3.4760000000000004,1.685,0.198,0.1736867943225005
17,18.0,0.028999999999999998,0.619,0.297,0.099,0.9511008370278187
18,19.0,0.01,0.28,0.099,0.099,1.6028533946886698
19,20.0,38.366,224.358,46.778999999999996,26.956999999999997,0.009577965462122558
20,21.0,0.265,4.433,2.081,0.396,0.16945729724628913
21,22.0,0.01,0.28,0.099,0.099,1.6028533946886698
22,23.0,2.681,22.361,8.226,2.775,0.06737894936632613
23,24.0,0.039,0.8170000000000001,0.396,0.099,0.7342270119208072
24,25.0,0.028999999999999998,0.619,0.297,0.099,0.9511008370278187
25,26.0,0.01,0.28,0.099,0.099,1.6028533946886698
26,27.0,0.02,0.42,0.198,0.099,1.424758573056596
27,28.0,0.02,0.42,0.198,0.099,1.424758573056596
28,29.0,0.039,0.899,0.396,0.198,0.6063942682080419
29,30.0,0.02,0.42,0.198,0.099,1.424758573056596
30,31.0,0.02,0.42,0.198,0.099,1.424758573056596
31,32.0,0.01,0.28,0.099,0.099,1.6028533946886698
32,33.0,0.01,0.28,0.099,0.099,1.6028533946886698
33,34.0,0.02,0.561,0.198,0.198,0.7985721076355992
34,35.0,0.01,0.28,0.099,0.099,1.6028533946886698
35,36.0,0.20600000000000002,3.3739999999999997,0.991,0.6940000000000001,0.22739815038023872
36,37.0,0.01,0.28,0.099,0.099,1.6028533946886698
37,38.0,0.01,0.28,0.099,0.099,1.6028533946886698
38,39.0,0.01,0.28,0.099,0.099,1.6028533946886698
39,40.0,0.01,0.28,0.099,0.099,1.6028533946886698
40,41.0,0.16699999999999998,3.011,1.288,0.595,0.2314753898164365
41,42.0,0.01,0.28,0.099,0.099,1.6028533946886698
42,43.0,0.01,0.28,0.099,0.099,1.6028533946886698
43,44.0,0.02,0.42,0.198,0.099,1.424758573056596
44,45.0,0.02,0.42,0.198,0.099,1.424758573056596
45,46.0,0.01,0.28,0.099,0.099,1.6028533946886698
46,47.0,0.01,0.28,0.099,0.099,1.6028533946886698
47,48.0,0.01,0.28,0.099,0.099,1.6028533946886698
48,49.0,0.049,0.841,0.297,0.297,0.8705905575062804
49,50.0,0.01,0.28,0.099,0.099,1.6028533946886698
50,51.0,4.253,41.111999999999995,15.460999999999999,11.992,0.03162044935696518
51,52.0,3.065,14.495999999999999,5.4510000000000005,2.18,0.18329219926492465
52,53.0,0.02,0.42,0.198,0.099,1.424758573056596
53,54.0,0.128,1.295,0.297,0.496,0.9591362315039873
54,55.0,0.08800000000000001,1.88,0.496,0.595,0.3128793045675666
55,56.0,0.01,0.28,0.099,0.099,1.6028533946886698
56,57.0,0.01,0.28,0.099,0.099,1.6028533946886698
57,58.0,0.039,0.759,0.297,0.198,0.8507283766692664
58,59.0,0.02,0.42,0.198,0.099,1.424758573056596
59,60.0,0.01,0.28,0.099,0.099,1.6028533946886698
60,61.0,0.02,0.42,0.198,0.099,1.424758573056596
61,62.0,0.01,0.28,0.099,0.099,1.6028533946886698
62,63.0,17.464000000000002,55.356,16.65,17.245,0.0716183292610671
63,64.0,0.01,0.28,0.099,0.099,1.6028533946886698
64,65.0,0.01,0.28,0.099,0.099,1.6028533946886698
65,66.0,0.02,0.479,0.099,0.198,1.0953901538399131
66,67.0,0.01,0.28,0.099,0.099,1.6028533946886698
67,68.0,0.01,0.28,0.099,0.099,1.6028533946886698
68,69.0,0.01,0.28,0.099,0.099,1.6028533946886698
69,70.0,0.01,0.28,0.099,0.099,1.6028533946886698
70,71.0,0.01,0.28,0.099,0.099,1.6028533946886698
71,72.0,0.01,0.28,0.099,0.099,1.6028533946886698
72,73.0,0.01,0.28,0.099,0.099,1.6028533946886698
73,74.0,0.01,0.28,0.099,0.099,1.6028533946886698
74,75.0,0.049,0.759,0.198,0.297,1.0688638578665142
75,76.0,0.069,1.0390000000000001,0.396,0.297,0.8032076934036324
76,77.0,1.729,12.296,3.37,3.072,0.14370674358178046
77,78.0,0.02,0.42,0.198,0.099,1.424758573056596
78,79.0,0.01,0.28,0.099,0.099,1.6028533946886698
79,80.0,0.01,0.28,0.099,0.099,1.6028533946886698
80,81.0,0.01,0.28,0.099,0.099,1.6028533946886698
81,82.0,0.02,0.42,0.198,0.099,1.424758573056596
82,83.0,0.02,0.42,0.198,0.099,1.424758573056596
83,84.0,0.02,0.42,0.198,0.099,1.424758573056596
84,85.0,0.01,0.28,0.099,0.099,1.6028533946886698
85,86.0,0.01,0.28,0.099,0.099,1.6028533946886698
86,87.0,0.01,0.28,0.099,0.099,1.6028533946886698
87,88.0,0.01,0.28,0.099,0.099,1.6028533946886698
88,89.0,0.01,0.28,0.099,0.099,1.6028533946886698
89,90.0,0.01,0.28,0.099,0.099,1.6028533946886698
90,91.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
91,92.0,0.039,0.759,0.198,0.297,0.8507283766692664
92,93.0,0.059000000000000004,0.981,0.396,0.297,0.7704134584082182
93,94.0,0.028999999999999998,0.759,0.198,0.297,0.6325928954720186
94,95.0,0.373,5.254,1.4869999999999999,1.982,0.169800341333859
95,96.0,0.511,6.7379999999999995,2.081,2.478,0.14143886117424984
96,97.0,0.23600000000000002,3.958,1.189,1.4869999999999999,0.18930857537422144
97,98.0,0.147,2.441,0.7929999999999999,0.892,0.31002137630560517
98,99.0,0.805,7.893,1.784,2.279,0.16237588785992532
99,100.0,0.01,0.28,0.099,0.099,1.6028533946886698
100,101.0,0.02,0.479,0.099,0.198,1.0953901538399131
101,102.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
102,103.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
103,104.0,0.128,2.0780000000000003,0.595,0.7929999999999999,0.3725021186799454
104,105.0,0.01,0.28,0.099,0.099,1.6028533946886698
105,106.0,0.069,0.899,0.396,0.198,1.0728513975988434
106,107.0,0.01,0.28,0.099,0.099,1.6028533946886698
107,108.0,0.01,0.28,0.099,0.099,1.6028533946886698
108,109.0,0.02,0.42,0.198,0.099,1.424758573056596
109,110.0,6.62,95.056,1.4869999999999999,43.903999999999996,0.009206801576261116
110,111.0,5.54,44.133,7.334,19.029,0.035743142152559255
111,112.0,0.049,0.9570000000000001,0.297,0.297,0.672329346981434
112,113.0,0.02,0.479,0.099,0.198,1.0953901538399131
113,114.0,0.01,0.28,0.099,0.099,1.6028533946886698
114,115.0,0.01,0.28,0.099,0.099,1.6028533946886698
115,116.0,0.01,0.28,0.099,0.099,1.6028533946886698
116,117.0,0.01,0.28,0.099,0.099,1.6028533946886698
117,118.0,0.177,2.8369999999999997,0.7929999999999999,0.991,0.27635317517208013
118,119.0,0.02,0.479,0.099,0.198,1.0953901538399131
119,120.0,0.02,0.479,0.099,0.198,1.0953901538399131
120,121.0,0.039,0.759,0.198,0.297,0.8507283766692664
121,122.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
122,123.0,0.01,0.28,0.099,0.099,1.6028533946886698
123,124.0,0.01,0.28,0.099,0.099,1.6028533946886698
124,125.0,0.304,4.95,1.09,1.883,0.15590966908540713
125,126.0,0.01,0.28,0.099,0.099,1.6028533946886698
126,127.0,0.01,0.28,0.099,0.099,1.6028533946886698
127,128.0,0.157,2.475,0.595,0.991,0.3220765532422226
128,129.0,0.02,0.42,0.198,0.099,1.424758573056596
129,130.0,0.01,0.28,0.099,0.099,1.6028533946886698
130,131.0,0.059000000000000004,1.402,0.297,0.496,0.37719493155650446
131,132.0,0.01,0.28,0.099,0.099,1.6028533946886698
132,133.0,0.01,0.28,0.099,0.099,1.6028533946886698
133,134.0,0.098,1.237,0.297,0.496,0.8048158864852174
134,135.0,0.028999999999999998,0.759,0.198,0.297,0.6325928954720186
135,136.0,0.01,0.28,0.099,0.099,1.6028533946886698
136,137.0,0.028999999999999998,0.759,0.198,0.297,0.6325928954720186
137,138.0,0.128,2.707,0.396,1.189,0.2195044464805394
138,139.0,0.138,2.194,0.496,0.7929999999999999,0.3602597173491236
139,140.0,0.01,0.28,0.099,0.099,1.6028533946886698
140,141.0,0.01,0.28,0.099,0.099,1.6028533946886698
141,142.0,0.069,1.5419999999999998,0.595,0.496,0.3646617462417562
142,143.0,0.039,0.561,0.198,0.198,1.5572156098894183
143,144.0,0.039,0.759,0.198,0.297,0.8507283766692664
144,145.0,0.01,0.28,0.099,0.099,1.6028533946886698
145,146.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
146,147.0,0.10800000000000001,2.102,0.7929999999999999,0.6940000000000001,0.3071625017428897
147,148.0,0.01,0.28,0.099,0.099,1.6028533946886698
148,149.0,0.02,0.561,0.198,0.198,0.7985721076355992
149,150.0,0.01,0.28,0.099,0.099,1.6028533946886698
150,151.0,0.02,0.479,0.099,0.198,1.0953901538399131
151,152.0,0.02,0.479,0.099,0.198,1.0953901538399131
152,153.0,0.196,3.9,1.4869999999999999,1.189,0.16193350693059816
153,154.0,0.02,0.479,0.099,0.198,1.0953901538399131
154,155.0,0.039,0.875,0.099,0.396,0.6401155317028673
155,156.0,0.01,0.28,0.099,0.099,1.6028533946886698
156,157.0,0.01,0.28,0.099,0.099,1.6028533946886698
157,158.0,0.02,0.479,0.099,0.198,1.0953901538399131
158,159.0,0.02,0.42,0.198,0.099,1.424758573056596
159,160.0,0.01,0.28,0.099,0.099,1.6028533946886698
160,161.0,0.028999999999999998,0.677,0.099,0.297,0.7951160581512755
161,162.0,0.01,0.28,0.099,0.099,1.6028533946886698
162,163.0,0.02,0.479,0.099,0.198,1.0953901538399131
163,164.0,0.02,0.479,0.099,0.198,1.0953901538399131
164,165.0,0.01,0.28,0.099,0.099,1.6028533946886698
165,166.0,0.196,3.011,0.595,1.189,0.2716717149941411
166,167.0,4.548,30.89,1.784,13.677,0.05989554257901057
167,168.0,0.059000000000000004,0.981,0.396,0.297,0.7704134584082182
168,169.0,0.01,0.28,0.099,0.099,1.6028533946886698
169,170.0,0.069,0.841,0.297,0.297,1.2259336422027214
170,171.0,0.028999999999999998,0.701,0.297,0.198,0.7416035942466866
171,172.0,0.039,0.561,0.198,0.198,1.5572156098894183
172,173.0,0.039,0.561,0.198,0.198,1.5572156098894183
173,174.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
174,175.0,0.02,0.479,0.099,0.198,1.0953901538399131
175,176.0,0.02,0.42,0.198,0.099,1.424758573056596
176,177.0,0.079,1.0390000000000001,0.297,0.396,0.9196146054911153
177,178.0,0.028999999999999998,0.677,0.099,0.297,0.7951160581512755
178,179.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
179,180.0,0.01,0.28,0.099,0.099,1.6028533946886698
180,181.0,0.01,0.28,0.099,0.099,1.6028533946886698
181,182.0,0.028999999999999998,0.677,0.099,0.297,0.7951160581512755
182,183.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
183,184.0,0.01,0.28,0.099,0.099,1.6028533946886698
184,185.0,0.01,0.28,0.099,0.099,1.6028533946886698
185,186.0,0.147,2.16,0.6940000000000001,0.7929999999999999,0.395931172906121
186,187.0,0.02,0.42,0.198,0.099,1.424758573056596
187,188.0,0.01,0.28,0.099,0.099,1.6028533946886698
188,189.0,0.138,1.798,0.496,0.6940000000000001,0.5364256987994217
189,190.0,0.01,0.28,0.099,0.099,1.6028533946886698
190,191.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
191,192.0,0.01,0.28,0.099,0.099,1.6028533946886698
192,193.0,0.01,0.28,0.099,0.099,1.6028533946886698
193,194.0,0.02,0.479,0.099,0.198,1.0953901538399131
194,195.0,0.01,0.28,0.099,0.099,1.6028533946886698
195,196.0,0.069,1.155,0.198,0.496,0.6499725060555709
196,197.0,0.01,0.28,0.099,0.099,1.6028533946886698
197,198.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
198,199.0,0.049,0.841,0.297,0.297,0.8705905575062804
199,200.0,0.01,0.28,0.099,0.099,1.6028533946886698
200,201.0,0.028999999999999998,0.677,0.099,0.297,0.7951160581512755
201,202.0,0.187,3.1860000000000004,0.297,1.3880000000000001,0.23150476138397832
202,203.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
203,204.0,0.01,0.28,0.099,0.099,1.6028533946886698
204,205.0,0.01,0.28,0.099,0.099,1.6028533946886698
205,206.0,0.177,3.302,0.198,1.4869999999999999,0.2039994481201648
206,207.0,0.039,0.561,0.198,0.198,1.5572156098894183
207,208.0,0.01,0.28,0.099,0.099,1.6028533946886698
208,209.0,0.069,0.981,0.396,0.297,0.9009920106807975
209,210.0,0.01,0.28,0.099,0.099,1.6028533946886698
210,211.0,0.039,0.759,0.198,0.297,0.8507283766692664
211,212.0,0.02,0.42,0.198,0.099,1.424758573056596
212,213.0,0.01,0.28,0.099,0.099,1.6028533946886698
213,214.0,0.02,0.561,0.198,0.198,0.7985721076355992
214,215.0,0.01,0.28,0.099,0.099,1.6028533946886698
215,216.0,0.02,0.479,0.099,0.198,1.0953901538399131
216,217.0,0.285,1.996,0.595,0.6940000000000001,0.8989460948681842
217,218.0,0.01,0.28,0.099,0.099,1.6028533946886698
218,219.0,0.098,1.237,0.297,0.496,0.8048158864852174
219,220.0,0.01,0.28,0.099,0.099,1.6028533946886698
220,221.0,0.354,2.533,0.7929999999999999,0.7929999999999999,0.693334396932952
221,222.0,0.02,0.561,0.198,0.198,0.7985721076355992
222,223.0,0.028999999999999998,0.677,0.099,0.297,0.7951160581512755
223,224.0,0.079,1.097,0.297,0.396,0.824942541176254
224,225.0,0.02,0.42,0.198,0.099,1.424758573056596
225,226.0,0.02,0.42,0.198,0.099,1.424758573056596
226,227.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
227,228.0,0.059000000000000004,1.0390000000000001,0.297,0.396,0.6868007813161494
228,229.0,0.01,0.28,0.099,0.099,1.6028533946886698
229,230.0,0.02,0.42,0.198,0.099,1.424758573056596
230,231.0,475.82800000000003,575.163,102.279,49.751999999999995,0.018074986344845802
231,232.0,0.069,0.899,0.297,0.297,1.0728513975988434
232,233.0,2.839,16.773,1.3880000000000001,5.053999999999999,0.12681007593007404
233,234.0,0.059000000000000004,1.0390000000000001,0.297,0.297,0.6868007813161494
234,235.0,0.028999999999999998,0.619,0.297,0.099,0.9511008370278187
235,236.0,0.01,0.28,0.099,0.099,1.6028533946886698
236,237.0,0.01,0.28,0.099,0.099,1.6028533946886698
237,238.0,0.079,1.0390000000000001,0.297,0.396,0.9196146054911153
238,239.0,142.629,188.12099999999998,41.427,42.121,0.05064576598804274
239,240.0,0.01,0.28,0.099,0.099,1.6028533946886698
240,241.0,0.02,0.42,0.198,0.099,1.424758573056596
241,242.0,0.10800000000000001,1.716,0.396,0.595,0.46089187543495436
242,243.0,0.01,0.28,0.099,0.099,1.6028533946886698
243,244.0,0.02,0.561,0.198,0.198,0.7985721076355992
244,245.0,0.01,0.28,0.099,0.099,1.6028533946886698
245,246.0,0.01,0.28,0.099,0.099,1.6028533946886698
246,247.0,0.982,5.965,1.685,1.189,0.3468170627430817
247,248.0,0.049,0.759,0.198,0.297,1.0688638578665142
248,249.0,0.265,2.591,0.396,1.09,0.49604481218724206
249,250.0,0.02,0.479,0.099,0.198,1.0953901538399131
250,251.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
251,252.0,0.01,0.28,0.099,0.099,1.6028533946886698
252,253.0,0.02,0.42,0.198,0.099,1.424758573056596
253,254.0,0.16699999999999998,2.905,0.297,1.288,0.24867610803356804
254,255.0,0.01,0.28,0.099,0.099,1.6028533946886698
255,256.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
256,257.0,0.039,0.701,0.297,0.198,0.9973289715731303
257,258.0,0.01,0.28,0.099,0.099,1.6028533946886698
258,259.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
259,260.0,0.01,0.28,0.099,0.099,1.6028533946886698
260,261.0,0.059000000000000004,0.759,0.297,0.198,1.2869993390637622
261,262.0,0.01,0.28,0.099,0.099,1.6028533946886698
262,263.0,0.08800000000000001,1.0390000000000001,0.396,0.297,1.02438082636985
263,264.0,0.01,0.28,0.099,0.099,1.6028533946886698
264,265.0,0.01,0.28,0.099,0.099,1.6028533946886698
265,266.0,0.01,0.28,0.099,0.099,1.6028533946886698
266,267.0,0.069,0.899,0.297,0.297,1.0728513975988434
267,268.0,0.02,0.42,0.198,0.099,1.424758573056596
268,269.0,0.098,1.0390000000000001,0.297,0.396,1.1407877384573328
269,270.0,0.02,0.479,0.099,0.198,1.0953901538399131
270,271.0,0.02,0.479,0.099,0.198,1.0953901538399131
271,272.0,0.028999999999999998,0.561,0.198,0.198,1.1579295560716187
272,273.0,0.02,0.479,0.099,0.198,1.0953901538399131
273,274.0,0.039,0.9570000000000001,0.198,0.396,0.5351192761688964
274,275.0,0.079,1.3530000000000002,0.198,0.595,0.5423021948075063
275,276.0,0.01,0.28,0.099,0.099,1.6028533946886698
276,277.0,0.01,0.28,0.099,0.099,1.6028533946886698
277,278.0,0.01,0.28,0.099,0.099,1.6028533946886698
278,279.0,0.01,0.28,0.099,0.099,1.6028533946886698
279,280.0,0.02,0.479,0.099,0.198,1.0953901538399131
280,281.0,0.02,0.561,0.198,0.198,0.7985721076355992
281,282.0,0.039,1.0390000000000001,0.297,0.396,0.4539869571411835
